instrument_identity,stock_code,market,identity_source,identity_authority_state,listing_status,technical_result_status,technical_eligibility,qualification_run_state,required_warmup_availability,ma60_calculable,continuity_state,event_lookup_state,pit_state,availability_reason
TWO:3615,3615,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TPE:3617,3617,TPE,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TPE:3622,3622,TPE,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:3624,3624,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:3630,3630,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TPE:3652,3652,TPE,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TPE:3653,3653,TPE,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TPE:3661,3661,TPE,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TPE:3665,3665,TPE,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:3675,3675,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:3691,3691,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:3693,3693,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TPE:3694,3694,TPE,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TPE:3706,3706,TPE,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:3707,3707,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TPE:3708,3708,TPE,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:3709,3709,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TPE:3711,3711,TPE,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TPE:3715,3715,TPE,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:4127,4127,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:4513,4513,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TPE:4540,4540,TPE,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:4541,4541,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:4542,4542,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TPE:4551,4551,TPE,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:4556,4556,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TPE:4562,4562,TPE,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TPE:4564,4564,TPE,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TPE:4572,4572,TPE,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TPE:4576,4576,TPE,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:4577,4577,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TPE:4585,4585,TPE,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:4707,4707,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:4716,4716,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:4721,4721,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TPE:4722,4722,TPE,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:4729,4729,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:4760,4760,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TPE:4764,4764,TPE,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TPE:4807,4807,TPE,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:4908,4908,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TPE:4916,4916,TPE,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TPE:4919,4919,TPE,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:4923,4923,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:4931,4931,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TPE:4934,4934,TPE,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TPE:4938,4938,TPE,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:4939,4939,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TPE:4958,4958,TPE,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:4966,4966,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TPE:4967,4967,TPE,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:4971,4971,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:4973,4973,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TPE:4976,4976,TPE,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TPE:4977,4977,TPE,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:4979,4979,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:4991,4991,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:5009,5009,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:5011,5011,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TPE:5222,5222,TPE,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:5227,5227,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:5228,5228,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TPE:5243,5243,TPE,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TPE:5269,5269,TPE,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:5274,5274,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TPE:5285,5285,TPE,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TPE:5288,5288,TPE,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:5289,5289,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:5299,5299,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:5302,5302,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:5328,5328,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:5340,5340,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:5347,5347,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:5351,5351,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:5371,5371,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:5386,5386,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TPE:5388,5388,TPE,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:5410,5410,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:5425,5425,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
